20240811	가이아스(주) 과천지점	0	0	1	1	1	1
20240821	가이아스(주) 과천지점	0	0	1	1	1	1
20240901	가이아스(주) 과천지점	0	0	1	1	1	1
20240911	가이아스(주) 과천지점	0	0	1	1	1	1
20240921	가이아스(주) 과천지점	0	0	1	1	1	1
20241001	가이아스(주) 과천지점	0	0	1	1	1	1
20241011	가이아스(주) 과천지점	0	0	1	1	1	1
20241021	가이아스(주) 과천지점	0	0	1	1	1	1
20241101	가이아스(주) 과천지점	0	0	1	1	1	1
20241111	가이아스(주) 과천지점	0	0	1	1	1	1
20241121	가이아스(주) 과천지점	0	0	1	1	1	1
20241201	가이아스(주) 과천지점	0	0	1	1	1	1
20241211	가이아스(주) 과천지점	0	0	1	1	1	1
20241221	가이아스(주) 과천지점	0	0	1	1	1	1
20250101	가이아스(주) 과천지점	0	0	0	1	0	1
20250101	가이아스(주) 과천지점	0	0	0	1	0	1
20250111	가이아스(주) 과천지점	0	0	0	1	0	1
20250121	가이아스(주) 과천지점	0	0	0	1	0	1
20250201	가이아스(주) 과천지점	0	0	0	1	0	1
20250211	가이아스(주) 과천지점	0	0	0	1	0	1
20250221	가이아스(주) 과천지점	0	0	0	1	0	1
