20251201	(주)대흥정보	0	0	0	0	0	0
20251211	(주)대흥정보	0	0	0	0	0	0
20251221	(주)대흥정보	0	0	0	0	0	0
20260101	(주)대흥정보	0	0	0	0	0	0
20260111	(주)대흥정보	0	0	0	0	0	0
20260121	(주)대흥정보	0	0	0	0	0	0
20260201	(주)대흥정보	0	0	2	2	2	2
20260211	(주)대흥정보	0	0	2	2	2	2
20260221	(주)대흥정보	0	0	2	2	2	2
20260301	(주)대흥정보	0	0	2	2	2	2
20260311	(주)대흥정보	0	0	2	2	2	2
20260321	(주)대흥정보	0	0	2	2	2	2
20260401	(주)대흥정보	0	0	2	2	2	2
20260411	(주)대흥정보	0	0	2	2	2	2
20260421	(주)대흥정보	0	0	2	2	2	2
20260501	(주)대흥정보	0	0	2	2	2	2
20260511	(주)대흥정보	0	0	2	2	2	2
20260521	(주)대흥정보	0	0	2	2	2	2
20260601	(주)대흥정보	0	0	2	2	2	2
20260611	(주)대흥정보	0	0	2	2	2	2
20260621	(주)대흥정보	0	0	2	2	2	2
20260701	(주)대흥정보	0	0	2	2	2	2
20260711	(주)대흥정보	0	0	2	2	2	2
